,Birthdate,Description,Image,Name
62,1983-01-10,Kalki Koechlin was born to French parents in a small village in Pondicherry. Her parents had come to India as hippies in the 1970s and settled there after they fell in love with the country. Her parents are devotees of Sri Aurobindo. Kalki was studying in Ooty when her parents insisted that she attend university. She studied drama and theatre at ...,https://m.media-amazon.com/images/M/MV5BNzI4NDQyMjU2MF5BMl5BanBnXkFtZTgwMzc4ODEzOTE@._V1_.jpg,Kalki Koechlin
63,1981-04-02,"Kapil Sharma is an Indian stand-up comedian, TV anchor and singer.He was selected among top 100 celebrities in 2013 Forbes India magazines and he was ranked 96th in that list. Currently he hosts The Kapil Sharma Show.[2] He also hosted television comedy shows like Comedy Nights with Kapil, The Kapil Sharma Show, Family Time with Kapil, Chhote ...",https://m.media-amazon.com/images/M/MV5BMjE5NzI3NjE1Ml5BMl5BanBnXkFtZTgwNTMxMjMzOTE@._V1_.jpg,Kapil Sharma
64,,"Krishna Abhishek is an actor and producer, known for Bol Bachchan (2012), Jahan Jaaeyega Hamen Paaeyega (2007) and Marrne Bhi Do Yaaron (2019).",https://m.media-amazon.com/images/M/MV5BOWJmNDJkYjEtYmY5ZC00NmY5LTgyNTUtN2FjODQyZGZhNmIzL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Krishna Abhishek
65,1919-12-25,"Karuna Bannerjee was born on December 25, 1919 in Calcutta, Bengal Presidency, British India. She was an actress, known for Aparajito (1956), Pather Panchali (1955) and Mahakavi Kalidas (1942). She died on November 13, 2001 in Kolkata, West Bengal, India.",https://m.media-amazon.com/images/M/MV5BMTg1MzAzMDg0OV5BMl5BanBnXkFtZTgwMjYzMTI1NTE@._V1_.jpg,Karuna Bannerjee
66,,"Kanwaljit Singh is an actor, known for 15 Park Avenue (2005), Bang Bang (2014) and Saans (1999). He is married to Anuradha Patel.",https://m.media-amazon.com/images/M/MV5BZGRkNmZiYjItYTk5Yy00ODU1LThkNjAtYWQ4OGZjYTMxMDcwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Kanwaljit Singh
67,1978-04-16,"It is not a secret that Lara Dutta is a beauty with brains. This was demonstrated when she scored the highest possible marks in the history of the Miss Universe Contest. After this she was crowned Miss Universe 2000, making history as not only the most beautiful but also the most intelligent young woman to wear this crown in the history of Miss ...",https://m.media-amazon.com/images/M/MV5BNDk2OTk5NjYwNl5BMl5BanBnXkFtZTcwMzMyMDQ4Mg@@._V1_.jpg,Lara Dutta
68,,Manjot Singh is an Indian born actor whose portrayal of young Lucky in Oye Lucky! Lucky Oye! (2008) made him accepted as dynamic sardar actor in Bollywood. Manjot had never acted before getting this first break. Manjot comes from a well educated Sikh family.,https://m.media-amazon.com/images/M/MV5BNWY2N2E4Y2EtOGI2NS00YjkxLTgwMDAtNGU4MTZjN2RiZjAwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Manjot Singh
69,,"Manu Rishi Chadha, one of the finest artists in our industry was born and raised in Delhi. His only dream was to become an actor and hence to hone his skills, he quit college to pursue theatre. He gave 10 years to theatre and eventually decided to move to Mumbai to give a bigger platform to his acting dreams. After a few attempts at acting which ...",https://m.media-amazon.com/images/M/MV5BMmY4YzA5Y2UtYmI2Yi00MzNmLWJmZjQtYTY3YWYyYzBjYWQ3XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_.jpg,Manu Rishi Chadha
70,1932-09-29,"Mehmood was born on September 29, 1932 in Bombay, Bombay Presidency, British India. He is known for his work on Bombay to Goa (1972), Do Phool (1974) and Main Sunder Hoon (1971). He died on July 23, 2004 in Pennsylvania, USA.",https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Mehmood
71,1969-08-24,"Mukesh Tiwari was born on August 24, 1969 in Sagar, Madhya Pradesh, India. He is an actor, known for Dilwale (2015), Gangaajal (2003) and Yehi Hai Zindagi (2005).",https://m.media-amazon.com/images/M/MV5BMjAxNzA0MzkzNl5BMl5BanBnXkFtZTcwNjMyOTM0MQ@@._V1_.jpg,Mukesh Tiwari
72,1951-09-07,"Malayalam film actor Mammootty was born to Ismail (an agriculturist) and Fatima (a homemaker). He had two younger brothers Ibrahim and Zakariah; and three sisters, Ameena, Sauda and Shafina. He did his high school (pre-degree) at Maharaja\u0027s College, Thevara and then studied law at Ernakulam Government Law College. It was during his days at ...",https://m.media-amazon.com/images/M/MV5BOTFjOGIwMmUtY2FlMS00ZWJlLThhOWItY2RmY2JmYTc0YTk5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_.jpg,Mammootty
73,1958-07-03,"Makrand Deshpande was born on July 3, 1958 in India. He is an actor and writer, known for Hanan (2004), Danav (2003) and Company (2002).",https://m.media-amazon.com/images/M/MV5BNDcyOGU3ODctZjZiZi00OWY1LWEzYjktOTIxNTUwMTAyODMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Makrand Deshpande
74,1970-06-01,"Madhavan was born on June 1, 1970, in a Tamil-speaking family. At the age of 18 his college entrusted him with the responsibility of representing India as a Cultural Ambassador to Canada. A year later he and three others from his college were sent to Britain as army cadets and received training in the royal army, navy, and Air Force. While conducting...",https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_.jpg,Madhavan
75,1960-05-21,"Mohanlal was born to Viswanathan Nair (father) and Santhakumari (mother) in Pathanamthitta district of Kerala, in the southern part of India on 21st May 1960. Starting his career with a classic villain role, he has now become an outstanding actor of Malayalam Cinema in Kerala. Without no doubt, Mohanlal is today\u0027s one of the best actors India has ...",https://m.media-amazon.com/images/M/MV5BYjFjZGRjMWYtZTA5MS00OTZkLWI1MjctNDQ2NmQzMWM1NzRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Mohanlal
76,1967-11-02,"Mita Vashisht is an Indian television, film and theater actress, who graduated from National School of Drama, New Delhi in 1987. She was born in Pune, Maharashtra, India to Rajeshwar Dutt Vasisht, a retired Colonel in the Indian Army and Meenakshi Mehta Vasisht, a teacher and musician. She had her post-graduate in literature from Punjab University, ...",https://m.media-amazon.com/images/M/MV5BNGQ4YjkyMzMtM2E4OS00YmMzLWEyY2YtYjY0ZmUzYmEzNzFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Mita Vasisht
77,1969-04-23,"Manoj Bajpayee was born on April 23, 1969 in Belwa, Bihar, India. He is known for his work on Gangs of Wasseypur (2012), Satya (1998) and Aks (2001). He has been married to Neha since February 23, 2005.",https://m.media-amazon.com/images/M/MV5BMzUxODk5MmEtZGQxOC00NzUxLWI5YTEtYWFjMjZmZTIwNTA5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Manoj Bajpayee
78,,"Manoj Joshi is an India film and television actor. Joshi began his career in Marathi theatre, also putting up performances in Gujarati and Hindi theatre. He has also acted in over 60 films since 1998, many of his roles being comedic. His earliest well known serials include Chanakya, Ek Mahal Ho Sapno Ka, Rau (Marathi), Sangdil, Kabhi Souten Kabhi ...",https://m.media-amazon.com/images/M/MV5BMDdmMDUzMGUtNjBiYy00ZDdiLTlhZWItYmE3MjNjNGViM2U0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Manoj Joshi
79,1967-05-15,"Madhuri Dixit is one of the most acclaimed actors and Kathak dancers Bollywood have ever witnessed. Born in a Marathi Brahmin Koknastha family to Mr. Shankar and Mrs. Snehlata, Madhuri Dixit has two sisters Rupa, Bharti, and brother Ajit. She performed decently well in her academics and aspired to become a Microbiologist which made her pursue the ...",https://m.media-amazon.com/images/M/MV5BNTk0OTFkZGItYTQxMi00YTUwLTlkMGEtMTIyZDNlNDc0MzRlXkEyXkFqcGdeQXVyMTgzNTY5OTc@._V1_.jpg,Madhuri Dixit
80,1963-02-14,"Mohnish Bahl was born on February 14, 1963 in Bombay, Maharashtra, India. He is known for his work on Hum Aapke Hain Koun...! (1994), Sanjivani: A Medical Boon (2002) and Baaghi: A Rebel for Love (1990). He has been married to Ekta Bahl since 1992. They have two children.",https://m.media-amazon.com/images/M/MV5BZWRlMmFiZWUtYWY3Ni00NDkwLWFlZmQtOWE2NjI2MDUzYTczXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Mohnish Bahl
81,1947-06-16,"Mithun Chakraborty was born on June 16, 1947 in Barisal, Bengal Presidency, British India as Gouranga Chakraborti. He is an actor, known for OMG: Oh My God! (2012), Vivekananda (1994) and Guru (2007). He has been married to Yogeeta Bali since July 1982. They have four children. He was previously married to Sridevi and Helena Luke.",https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_.jpg,Mithun Chakraborty
82,1958-07-19,"Mukesh Khanna was born on July 19, 1958 in Bombay, State of Bombay, India. He is an actor and producer, known for Mahabharat (1988), Hera Pheri (2000) and Shaktimaan (1997).",https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_.jpg,Mukesh Khanna
83,1970-11-30,"Mukul Dev was born on November 30, 1970 in Delhi, India. He is an actor and writer, known for 21 Sarfarosh Saragarhi 1897 (2018), Omerta (2017) and Ssshhhh... Koi Hai (2001).",https://m.media-amazon.com/images/M/MV5BODhjYmUzZTctNWY3Yy00ZDBmLTk0NzEtMzg3YzlhYzA0NGI2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Mukul Dev
84,1933-02-14,"Arguably the most beautiful artiste to ever grace the Indian screen, Madhubala rose from humble beginnings to become the most captivating star India has ever produced. Madhubala was born Mumtaz Jehan Begum on Valentine\u0027s Day 1933, in a poor, conservative family of Pathan Muslims in Delhi, a part of a prolific brood of sisters, and entered the world...",https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_.jpg,Madhubala
85,1933-08-01,"Born 1933 into a poor Parsee theatre family of Ali Bux and dancer Iqbal begum in Bombay, Maharashtra, India. Entered films to support family in difficult times. She was six when hired for Leatherface (1939) in 1939 by Vijay Bhatt and named Baby Meena. Later she became Meena Kumari when cast for Bhatt\u0027s Baiju Bawra (1952). She did mythological ...",https://m.media-amazon.com/images/M/MV5BMTM2NjQ1Nzg2N15BMl5BanBnXkFtZTcwNDkyNjAzMQ@@._V1_.jpg,Meena Kumari
86,1936-11-11,"Mala Sinha was born on November 11, 1936 in Calcutta, Bengal Presidency, British India as Alda Sinha. She is known for her work on Jahan Ara (1964), Himalay Ki Godmein (1965) and Pyaasa (1957).",https://m.media-amazon.com/images/M/MV5BMWUyNzlkMDEtMGY4My00M2QwLWEzYjktMzk1YjliNDhiYzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Mala Sinha
87,,"Manoj Pahwa is an actor, known for Article 15 (2019), Mulk (2018) and Being Cyrus (2005).",https://m.media-amazon.com/images/M/MV5BMDM4MTY3YzAtYmJlMC00YjdjLTg4YzgtZTJiMzI5NzJjODg2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Manoj Pahwa
88,1937-07-24,"Manoj Kumar was born on July 24, 1937 in Abbottabad, North-West Frontier Province, British India as Harikishen Giri Goswami. He is an actor and writer, known for Roti Kapada Aur Makaan (1974), Upkar (1967) and Shor (1972).",https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_.jpg,Manoj Kumar
89,1958-03-05,"Nassar is one of the most acclaimed actors in India. He is the current president of South Indian Actors Association. Nassar is well known for Thevar Magan (1992), Bombay (1995), Anbe Sivam (2003) and Nayakan (1987). Nassar was born on 5 March 1958 to Mehaboob Basha and Mumtaz in Chengalpattu, Tamil Nadu. He studied in St. Joseph\u0027s Higher Secondary ...",https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_.jpg,Nassar
90,1950-07-20,"Naseeruddin Shah was born on July 20, 1950 in Barabanki, Uttar Pradesh, India. He is an actor, known for The League of Extraordinary Gentlemen (2003), A Wednesday (2008) and Jaane Bhi Do Yaaro (1983). He has been married to Ratna Pathak Shah since April 1, 1982. They have three children.",https://m.media-amazon.com/images/M/MV5BMTQ4MDcyOTExOV5BMl5BanBnXkFtZTgwOTQyMDU0OTE@._V1_.jpg,Naseeruddin Shah
91,1969-11-07,"Nandita Das was born on November 7, 1969 in Delhi, India. She is known for her work on Firaaq (2008), Bawandar (2000) and Kannathil Muthamittal (2002). She has been married to Subodh Maskara since January 5, 2010. They have one child. She was previously married to Saumya Sen.",https://m.media-amazon.com/images/M/MV5BMTA2NzUwMTAxMDBeQTJeQWpwZ15BbWU4MDQ0MTEyNTEx._V1_.jpg,Nandita Das
92,1959-08-29,"Nagarjuna did his schooling at Hyderabad Public School and later went to Little Flower Junior College to do his intermediate. After that, he went on to do mechanical engineering at the University of Michigan, Ann Arbor, MI and later got a masters degree in automobile engineering at San Jose State University.",https://m.media-amazon.com/images/M/MV5BMDE5ZTgzN2QtODQzMi00NzYxLWI3ZmMtMzAxNWM0OGM1YjM0XkEyXkFqcGdeQXVyNzc4NzEwNTc@._V1_.jpg,Nagarjuna Akkineni
93,1951-01-01,"Vishwanath Patekar (born on January 1, 1951 in Murud-Janjira, Maharashtra, India) is an actor, writer and filmmaker. He is known for his work on Ab Tak Chhappan (2004), Raajneeti (2010) and Parinda (1989). He made his acting debut in the early 70\u0027s and since then has been nominated for multiple awards. He won a National Film Award and a Filmfare ...",https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_.jpg,Nana Patekar
94,1974-05-19,"Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film actor who has appeared in some of Bollywood\u0027s major films including, Black Friday (2004), New York (2009), Peepli Live (2010), Kahani (2012), Gangs of Wasseypur (2012) and Gangs of Wasseypur - Part 2 (2012). Early life and education Nawazuddin Siddiqui is from Budhana a small town...",https://m.media-amazon.com/images/M/MV5BMTU5NTQwMTI0NV5BMl5BanBnXkFtZTcwNzQyNTgxOA@@._V1_.jpg,Nawazuddin Siddiqui
95,1929-06-01,"She was born on June 1, 1929 as Fatima Rashid in Rawalpindi, British India, daughter to Jaddanbai and Uttamchand Mohanchand, a former Hindu Mohyal Brahmin who converted to Islam as Abdul Rashid. Her mother was a well-known dancer, singer, actor, composer, and director. This is what paved the way for Fatima to become a child artiste (Baby Nargis) ...",https://m.media-amazon.com/images/M/MV5BMTY1NzE0ODkzNl5BMl5BanBnXkFtZTcwMDQ2OTAzMQ@@._V1_.jpg,Nargis
96,1931-01-04,"Kokila was born on January 4, 1931 in Valsad, Gujarat, India, in the Gujarati-speaking Balsara family. She was married to Kamal Roy at a very young age, and shortly thereafter in 1946 both husband and wife decided to make a career on the silver screen. They traveled to Bombay, both applied, but only Kokila was chosen to act in a Gujarati movie, ...",https://m.media-amazon.com/images/M/MV5BNGYxMTdjY2MtMDkzYS00ZGJlLTljZTgtYjlhZGVhYTNhMTE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Nirupa Roy
97,1936-06-04,Nutan Samarth was born on June 4 1936 to poet Kumarsen Samarth and his actress wife \u0027Shobhana\u0027 as the eldest of their four children (a younger sister is the actress Tanuja). Her parents separated when she was a small child. 13-year-old Nutan made her debut in K. Asif\u0027s \,https://m.media-amazon.com/images/M/MV5BMTM0MDI4NDIzOV5BMl5BanBnXkFtZTcwNDY1NTAzMQ@@._V1_.jpg,Nutan
98,,"Neeraj is a multiple award winning film and theater actor, best known for his powerful performances in Ship of Theseus and Talvar. He won the Best Actor Awards at the Sakhalin International Film Festival in 2014 and the NBC Newsmakers Achievers\u0027 Awards in 2015. Neeraj is the owner of the renowned theater group Pravah, which he founded in 1996. ...",https://m.media-amazon.com/images/M/MV5BZTJlZWZiMmUtNTQ0MS00NzliLWI3YjAtNzhiNjVhNWQ2MDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Neeraj Kabi
99,1946-03-18,"Navin Nischol was born on March 18, 1946 in Lahore, Punjab, British India. He was an actor, known for Zorro (1975), Khosla Ka Ghosla! (2006) and Dhund (1973). He was married to Geetanjali Nischol. He died on March 19, 2011 in Mumbai, Maharashtra, India.",https://m.media-amazon.com/images/M/MV5BNzY5NWIxMDItMzZkNi00YzNiLTkyMWQtZDJlNzEwODA2MDNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Navin Nischol
100,,"Nafisa Ali is an actress, known for Life in a Metro (2007), Big B (2007) and Godfather: The Legend Continues (2007).",https://m.media-amazon.com/images/M/MV5BNDBkYTI0OWMtNmMzOC00MDc5LTgwNGEtZTQ1MGQ2MWViNjAxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Nafisa Ali
101,1950-10-18,"Om Puri was an Indian actor who has appeared in both mainstream Indian films and art films. His credits also include appearances in British and American films. He has received an honorary OBE. Puri was born in Ambala, Haryana. His father worked on the railways and served in the Indian Army. Puri graduated from the Film and Television Institute of ...",https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_.jpg,Om Puri
102,1919-12-19,"Om Prakash was born on December 19, 1919 in Lahore, Punjab, British India as Om Prakash Bakshi. He was an actor and director, known for Dus Lakh (1966), Namak Halaal (1982) and Pyar Kiye Jaa (1966). He died on February 12, 1998 in Mumbai, Maharashtra, India.",https://m.media-amazon.com/images/M/MV5BMWE3OTM3ODMtZGIzZC00YjU3LWIyZmItOGYxNDA3Mzg4NTk3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Om Prakash
103,,"Pankaj Tripathi is an actor, known for Gangs of Wasseypur (2012), Stree (2018) and Newton (2017).",https://m.media-amazon.com/images/M/MV5BNjdlYjllOGMtYzU1OC00ODZjLWEzOGEtMGViOTYyYjU3YmJiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Pankaj Tripathi
104,1920-02-12,"Pran was one of the leading character actors of Indian cinema. He was born on 12 February,1920 at Delhi. Pran was educated at different places namely Kapurthala, Unnao, Meerut, Dehradun and Rampur as his father late Lala Kewal Krishnan Sikand was a Government Civil Contractor for the construction of roads and bridges. Pran started his career by ...",https://m.media-amazon.com/images/M/MV5BMTQ1MDc2Mjc2OF5BMl5BanBnXkFtZTcwMTc1MDU4OQ@@._V1_.jpg,Pran
105,1950-05-30,"Paresh Rawal was born on May 30, 1950 in Bombay, State of Bombay, India. He is a producer and actor, known for Hera Pheri (2000), OMG: Oh My God! (2012) and Hungama (2003). He is married to Swaroop Sampat. They have two children.",https://m.media-amazon.com/images/M/MV5BMjI4Mjg2MjgxMV5BMl5BanBnXkFtZTgwNDYyMTIzOTE@._V1_.jpg,Paresh Rawal
106,1982-07-18,"Priyanka Chopra Jonas (née Chopra) was born on July 18, 1982 in Jamshedpur, India, to the family of Capt. Dr. Ashok Chopra and Dr. Madhu Chopra, both Indian Army physicians. She had a very varied upbringing. She started her education at La Martinière Girls College in Lucknow as a resident student; a short stay at Maria Goretti College in Bareilly ...",https://m.media-amazon.com/images/M/MV5BMjAxNzUwNjExOV5BMl5BanBnXkFtZTcwNDUyMTUxNw@@._V1_.jpg,Priyanka Chopra
107,1965-03-26,"Prakash Raj was born on March 26, 1965 in Bangalore, Mysore State, India as Prakash Rai. He is an actor and producer, known for Anniyan (2005), Kalki (1996) and Un Samayal Arayil (2014).",https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_.jpg,Prakash Raj
108,1979-10-23,"Prabhas was born to late U. Suryanarayana Raju and Siva Kumari. His family is from Mogalturu village and later moved to bhimavaram in West Godavari district, Andhra Pradesh. He is the youngest of three children, with an elder brother Pramod Uppalapati and sister Pragathi. He is the nephew of Telugu actor Uppalapati Krishnam Raju",https://m.media-amazon.com/images/M/MV5BMjliZmI3YmMtYWU1NS00MjVlLTkxZTQtYjIzYzFkNWNjOTZkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_.jpg,Prabhas
109,1954-05-29,"Pankaj Kapur the acclaimed film, television and stage actor signified the young crop of great actors of which Om Puri, Naseeruddin Shah and Ifran Khan formed a part. Unlike his other counterparts Kapur hasn\u0027t broken the vow to work only in good Art and Independent projects. A perfect actor Pankaj Kapur did his engineering from New Delhi topping ...",https://m.media-amazon.com/images/M/MV5BZTY2NjI0ZjYtMDM2My00ZjE1LWFiNmQtYWI3OGY2NDgwNTE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Pankaj Kapur
110,,"Prabhu Deva was born as Prabhu Sundaram. He is known for his work on Lakshya (2004), Wanted (2009) and Dabangg 3 (2019). He was previously married to Ramlath.",https://m.media-amazon.com/images/M/MV5BMTY4MzAyODE3NV5BMl5BanBnXkFtZTcwMjM3Mjc4OQ@@._V1_.jpg,Prabhu Deva
111,1935-09-23,Prem Chopra is an actor in Hindi and Punjabi films. Prem Chopra was born to a Hindu Punjabi family in Lahore on 23 September 1935 to Ranbirlal and Rooprani Chopra. He was third of six children.His father worked at the attorney-general\u0027s office. He was brought up in Shimla. His father wanted him to be a IAS officer but Chopra pursued performing ...,https://m.media-amazon.com/images/M/MV5BM2U2OTEzM2UtMjhlNC00NTYxLWI5MDItM2RjYzNhYmNhYWFmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Prem Chopra
112,1972-02-24,"Pooja was born on February 24, 1972 in the Gujarati-speaking Bhatt family. Her dad\u0027s name is Mahesh, and her mom\u0027s maiden name was Loraine Bright. After the marriage, her mother changed her name to Kiran Bhatt. Mahesh separated from Loraine and re-married Soni Razdan, an actress in her own right. The Bhatts live in Bandra, Bombay. She has two ...",https://m.media-amazon.com/images/M/MV5BNTkxOTIwNzYxMl5BMl5BanBnXkFtZTgwMDE5OTczOTE@._V1_.jpg,Pooja Bhatt
113,1958-07-02,"Pavan Malhotra was born on July 2, 1958 in Delhi, India. He is an actor, known for Bhaag milkha bhaag (2013), Don (2006) and Black Friday (2004). He is married to Aparnaa Malhotra.",https://m.media-amazon.com/images/M/MV5BNDlkYzllMDktZDk5OC00NWM5LTgzM2ItMmYxYTM4ZmMwODQ4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Pavan Malhotra
114,,"Piyush Mishra, is an Indian film actor, music director ,lyricist, singer, script and dialogue writer, and a well known theatre director and Hindi playwright. He spent his early life in Gwalior, where he received his education. Theater and television After his graduation from National School of Drama (NSD), New Delhi in 1986, Piyush Mishra started ...",https://m.media-amazon.com/images/M/MV5BMDc5MGFlZTMtMmQ1Zi00YjkxLWE3ZGItZGNkNTExYjJhNGFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Piyush Mishra
115,,"Prashant Narayanan is an actor and assistant director, known for Fredrick (2016), Schatten der Zeit (2004) and Waisa Bhi Hota Hai Part II (2003).",https://m.media-amazon.com/images/M/MV5BNjFlYjBjY2ItMGIxMi00ZTAzLThhMmEtM2M2NDk0OWViYmFlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Prashant Narayanan
116,,"Rahul Dev was born as Rahul Dev Kaushal. He is an actor, known for Champion (2000), Footpath (2003) and Asoka (2001).",https://m.media-amazon.com/images/M/MV5BZjQxMTRhNzktZmM4OS00ZmZlLTkxYzYtMmI1ZWMzNTFmMTdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Rahul Dev
117,1967-07-27,"Rahul Bose was born on July 27, 1967 in India. He is an actor and writer, known for Everybody Says I\u0027m Fine! (2001), Split Wide Open (1999) and Poorna (2017).",https://m.media-amazon.com/images/M/MV5BMjE2MjY2ODY4N15BMl5BanBnXkFtZTgwNDcwMTE0OTE@._V1_.jpg,Rahul Bose
118,1954-10-10,"Bhanurekha was born in the Tamil-speaking Ganesan household on October 10, 1954. Her dad was the popular Tamil actor, Gemini, while her mom was a popular Telugu actress, Pushpavalli. She has seven sisters and one brother. One of her sisters is Dr. Kamala Selvaraj, while another one, Radha, lives in San Francisco with a son named Naveed, who is ...",https://m.media-amazon.com/images/M/MV5BNjU2MDU4NzI5OF5BMl5BanBnXkFtZTcwNjQ4Njg5Nw@@._V1_.jpg,Rekha
119,1963-03-18,"Ratna Pathak Shah was born on March 18, 1963 in Bombay, Maharashtra, India. She is an actress, known for Jaane Tu... Ya Jaane Na (2008), Kapoor \u0026amp; Sons (2016) and Lipstick Under My Burkha (2016). She has been married to Naseeruddin Shah since April 1, 1982. They have three children.",https://m.media-amazon.com/images/M/MV5BMjQwMzc5NDQ0NF5BMl5BanBnXkFtZTgwNDg1ODA0OTE@._V1_.jpg,Ratna Pathak Shah
120,1929-07-20,"Rajendra was born in the Punjabi-speaking Tuli family on July 12, 1929, in Sialkot, British India (now located in Pakistan). After the turbulent years of partition, at the age of 21, Rajendra got his first break in \u0027Jogan\u0027 during 1950. He attained fame in \u0027Mother India\u0027 during 1957, playing the son of Nargis Dutt. He went on to star in many movies, ...",https://m.media-amazon.com/images/M/MV5BMTYwY2Y5ZWUtOGMxZC00ZDZlLWEzNGUtYmJkMGU3YTNhNWE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Rajendra Kumar
121,1961-02-11,"Rajat Kapoor was born on February 11, 1961 in New Delhi, India. He is an actor and director, known for Raghu Romeo (2003), Ankhon Dekhi (2013) and Bheja Fry (2007).",https://m.media-amazon.com/images/M/MV5BNDBlM2ZiZmEtYzYyMC00ZWNlLTkxMzQtOGFlMzgxZDg5NjdhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Rajat Kapoor
122,1982-09-28,"Son of Rishi Kapoor and Neetu Singh; nephew of actors Randhir Kapoor, Rajiv Kapoor, Kunal Kapoor. Grandnephew of actors Shashi Kapoor, Jennifer Kendal, Shammi Kapoor, Geeta Bali; cousin of actresses Kareena Kapoor, Karisma Kapoor. Belongs to the fourth generation of highly prestigious and considered to be the first family of Bollywood (Hindi film ...",https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_.jpg,Ranbir Kapoor
123,1957-06-25,"Raghuvir Yadav was born on June 25, 1957 in Jabalpur, Madhya Pradesh, India. He is known for his work on Dil Se.. (1998), Lagaan: Once Upon a Time in India (2001) and Peepli (Live) (2010).",https://m.media-amazon.com/images/M/MV5BNTIzOWZhMjctNTBkMi00YTc0LThhOGYtMDFlZmI4ZmNkZTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Raghuvir Yadav
124,,Raj Kumar is also known as Rajkummar Rao. He was born in Gurgaon. He finished his schooling in Gurgaon and graduated in Arts from Delhi University. He was simultaneously doing theatre with Kshitij Repertory and SRC in Delhi. He is an Acting graduate from Pune\u0027s Film and Television Institute of India. Raj Kumar\u0027s debut film was Dibakar Banerjee\u0027s ...,https://m.media-amazon.com/images/M/MV5BMzAxNWIzOWItMDM1NC00NGMyLWIwMDEtNWZjODEyOTFiZjQ4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg,Rajkummar Rao
